SESSION NAME:	A GREAT TV SHOW
SAMPLE RATE:	48000,000000
BIT DEPTH:	16-bit
SESSION START TIMECODE:	10:00:00:00
TIMECODE FORMAT:	25 Frame
# OF AUDIO TRACKS:	10
# OF AUDIO CLIPS:	621
# OF AUDIO FILES:	167


T R A C K  L I S T I N G
TRACK NAME:	A1
COMMENTS:	
USER DELAY:	0 Samples
STATE: Hidden Inactive 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	17      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.06-03.A6	10:13:30:07   	10:14:11:00   	00:00:40:18   	Unmuted
1       	18      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.06-05.A6	10:14:11:00   	10:15:22:02   	00:01:11:02   	Unmuted
1       	19      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.06-02.A6	10:15:22:02   	10:16:02:11   	00:00:40:09   	Unmuted
1       	20      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.07-01.A6	10:16:02:11   	10:16:03:06   	00:00:00:20   	Unmuted
1       	21      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.07-02.A6	10:16:03:06   	10:17:15:24   	00:01:12:18   	Unmuted
1       	22      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.08-02.A6	10:17:15:24   	10:17:28:10   	00:00:12:11   	Unmuted
1       	23      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.08-01.A6	10:17:28:10   	10:17:40:11   	00:00:12:01   	Unmuted
1       	24      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.09-01.A6	10:17:40:11   	10:18:01:09   	00:00:20:23   	Unmuted
1       	25      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.10-08.A6	10:18:01:09   	10:19:09:09   	00:01:08:00   	Unmuted
1       	26      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.10-10.A6	10:20:05:04   	10:22:20:04   	00:02:15:00   	Unmuted
1       	27      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.10-01.A6	10:22:20:04   	10:22:21:00   	00:00:00:21   	Unmuted
1       	28      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.10-09.A6	10:22:58:01   	10:24:51:01   	00:01:53:00   	Unmuted
1       	29      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.10-07.A6	10:24:51:01   	10:25:54:12   	00:01:03:11   	Unmuted
1       	30      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.10-03.A6	10:25:54:12   	10:26:25:18   	00:00:31:06   	Unmuted
1       	31      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.10-05.A6	10:26:25:18   	10:27:10:10   	00:00:44:17   	Unmuted
1       	32      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.10-04.A6	10:27:10:10   	10:27:43:15   	00:00:33:05   	Unmuted
1       	33      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.10-02.A6	10:27:43:15   	10:27:55:11   	00:00:11:21   	Unmuted
1       	34      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.10-06.A6	10:28:20:11   	10:29:10:03   	00:00:49:17   	Unmuted
1       	35      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.11-02.A6	10:29:10:03   	10:29:34:09   	00:00:24:06   	Unmuted
1       	36      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.11-01.A6	10:29:34:09   	10:29:35:08   	00:00:00:24   	Unmuted
1       	37      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.11-03.A6	10:29:35:08   	10:30:27:22   	00:00:52:14   	Unmuted
1       	38      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.12-06.A6	10:30:27:22   	10:32:08:20   	00:01:40:23   	Unmuted
1       	39      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.12-04.A6	10:32:08:20   	10:32:52:24   	00:00:44:04   	Unmuted
1       	40      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.12-05.A6	10:32:52:24   	10:34:17:15   	00:01:24:16   	Unmuted
1       	41      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.12-03.A6	10:34:17:15   	10:34:38:16   	00:00:21:01   	Unmuted
1       	42      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.12-07.A6	10:34:38:16   	10:36:49:09   	00:02:10:18   	Unmuted
1       	43      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.12-01.A6	10:36:49:09   	10:36:52:06   	00:00:02:22   	Unmuted
1       	44      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.12-02.A6	10:36:52:06   	10:37:06:08   	00:00:14:02   	Unmuted
1       	45      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.13-01.A6	10:37:06:08   	10:39:33:12   	00:02:27:04   	Unmuted
1       	46      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.13-02.A6	10:39:33:12   	10:42:27:22   	00:02:54:10   	Unmuted
1       	47      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-04.A6	10:44:35:00   	10:44:42:01   	00:00:07:01   	Unmuted
1       	48      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-02.A6	10:44:42:01   	10:44:47:02   	00:00:05:01   	Unmuted
1       	49      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-11.A6	10:44:47:02   	10:47:12:06   	00:02:25:04   	Unmuted
1       	50      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-10.A6	10:47:12:06   	10:49:04:02   	00:01:51:21   	Unmuted
1       	51      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-03.A6	10:49:04:02   	10:49:10:13   	00:00:06:11   	Unmuted
1       	52      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-01.A6	10:49:10:13   	10:49:14:04   	00:00:03:16   	Unmuted
1       	53      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-08.A6	10:49:14:04   	10:49:51:08   	00:00:37:04   	Unmuted
1       	54      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-07.A6	10:49:51:08   	10:50:15:01   	00:00:23:18   	Unmuted
1       	55      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-09.A6	10:50:15:01   	10:50:57:05   	00:00:42:04   	Unmuted
1       	56      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-06.A6	10:50:57:05   	10:51:07:16   	00:00:10:11   	Unmuted
1       	57      	story_cs_CH09_RK02_3_4_2018_16_10_1.new.14-05.A6	10:51:07:16   	10:51:15:06   	00:00:07:15   	Unmuted


TRACK NAME:	A7
COMMENTS:	
USER DELAY:	0 Samples
STATE: Hidden Inactive 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	C0016.new.01-01.A3            	10:22:59:23   	10:23:13:10   	00:00:13:12   	Unmuted
1       	2       	ctbo161003_r019.new.01-01.A1  	10:28:51:14   	10:28:55:01   	00:00:03:12   	Unmuted
1       	3       	ctpr151128_d001_5x000601.new.01-01.A1	10:28:55:01   	10:29:00:07   	00:00:05:06   	Unmuted
1       	4       	ctpr151128_d001_5x000601.new.02-01.A1	10:29:00:07   	10:29:06:15   	00:00:06:08   	Unmuted
1       	5       	ctpr151128_d001_5x000601.new.03-01.A1	10:29:06:15   	10:29:11:16   	00:00:05:01   	Unmuted
1       	6       	C0017.new.01-01.A3            	10:42:57:12   	10:43:06:00   	00:00:08:13   	Unmuted
1       	7       	C0005.new.01-01.A3            	10:43:06:00   	10:43:18:23   	00:00:12:23   	Unmuted
1       	8       	C0003.new.03-02               	10:43:18:23   	10:43:27:24   	00:00:09:01   	Unmuted
1       	9       	C0005.new.02-01.A3            	10:43:27:24   	10:43:34:02   	00:00:06:03   	Unmuted
1       	10      	C0003.new.05-01.A3            	10:43:34:02   	10:43:42:09   	00:00:08:07   	Unmuted
1       	11      	C0009.new.01-01.A3            	10:43:42:09   	10:43:51:00   	00:00:08:16   	Unmuted
1       	12      	C0004.new.01-01.A3            	10:43:51:00   	10:43:57:23   	00:00:06:23   	Unmuted
1       	13      	C0019.new.02-02.A3            	10:44:13:13   	10:44:17:10   	00:00:03:22   	Unmuted
1       	14      	C0014.new.01-01.A3            	10:44:17:10   	10:44:24:13   	00:00:07:03   	Unmuted
1       	15      	C0006.new.01-01.A3            	10:44:24:13   	10:44:28:05   	00:00:03:17   	Unmuted
1       	16      	C0003.new.03-01               	10:44:28:05   	10:44:35:23   	00:00:07:18   	Unmuted
1       	17      	C0018.new.02-01.A3            	10:44:35:23   	10:44:38:06   	00:00:02:08   	Unmuted
1       	18      	C0012.new.01-01.A3            	10:44:38:06   	10:44:47:08   	00:00:09:02   	Unmuted
1       	19      	HISTORI.CS.new.01-02.A2       	10:51:06:08   	10:52:02:21   	00:00:56:13   	Unmuted


TRACK NAME:	A8
COMMENTS:	
USER DELAY:	0 Samples
STATE: Hidden Inactive 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	C0016.new.01-01.A4            	10:22:59:23   	10:23:13:10   	00:00:13:12   	Unmuted
1       	2       	ctbo161003_r019.new.01-01.A2  	10:28:51:14   	10:28:55:01   	00:00:03:12   	Unmuted
1       	3       	ctpr151128_d001_5x000601.new.01-01.A2	10:28:55:01   	10:29:00:07   	00:00:05:06   	Unmuted
1       	4       	ctpr151128_d001_5x000601.new.02-01.A2	10:29:00:07   	10:29:06:15   	00:00:06:08   	Unmuted
1       	5       	ctpr151128_d001_5x000601.new.03-01.A2	10:29:06:15   	10:29:11:16   	00:00:05:01   	Unmuted
1       	6       	C0017.new.01-01.A4            	10:42:57:12   	10:43:06:00   	00:00:08:13   	Unmuted
1       	7       	C0005.new.01-01.A4            	10:43:06:00   	10:43:18:23   	00:00:12:23   	Unmuted
1       	8       	C0003.new.04-02               	10:43:18:23   	10:43:27:24   	00:00:09:01   	Unmuted
1       	9       	C0005.new.02-01.A4            	10:43:27:24   	10:43:34:02   	00:00:06:03   	Unmuted
1       	10      	C0003.new.05-01.A4            	10:43:34:02   	10:43:42:09   	00:00:08:07   	Unmuted
1       	11      	C0009.new.01-01.A4            	10:43:42:09   	10:43:51:00   	00:00:08:16   	Unmuted
1       	12      	C0004.new.01-01.A4            	10:43:51:00   	10:43:57:23   	00:00:06:23   	Unmuted
1       	13      	C0019.new.02-02.A4            	10:44:13:13   	10:44:17:10   	00:00:03:22   	Unmuted
1       	14      	C0014.new.01-01.A4            	10:44:17:10   	10:44:24:13   	00:00:07:03   	Unmuted
1       	15      	C0006.new.01-01.A4            	10:44:24:13   	10:44:28:05   	00:00:03:17   	Unmuted
1       	16      	C0003.new.04-01               	10:44:28:05   	10:44:35:23   	00:00:07:18   	Unmuted
1       	17      	C0018.new.02-01.A4            	10:44:35:23   	10:44:38:06   	00:00:02:08   	Unmuted
1       	18      	C0012.new.01-01.A4            	10:44:38:06   	10:44:47:08   	00:00:09:02   	Unmuted
1       	19      	HISTORI.CS.new.01-02.A1       	10:51:06:08   	10:52:02:21   	00:00:56:13   	Unmuted


TRACK NAME:	Audio 1 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	CUTE174_1-Robo_Junkie-01.L    	10:00:56:04   	10:01:00:17   	00:00:04:13   	Unmuted
1       	2       	CUTE171_21-Electro_Chaser-01.L	10:19:09:05   	10:20:07:22   	00:00:58:17   	Unmuted
1       	3       	CUTE171_21-Electro_Chaser-03.L	10:22:20:24   	10:23:13:09   	00:00:52:09   	Unmuted
1       	4       	101DOM19_6-Artificial_Tears-01.L	10:28:25:01   	10:28:44:11   	00:00:19:09   	Unmuted
1       	5       	ARTFCD69_6-Android-01.L       	10:42:27:18   	10:43:58:01   	00:01:30:07   	Muted
1       	6       	ARTFCD69_6-Android-02.L       	10:44:13:13   	10:44:47:13   	00:00:34:00   	Unmuted
1       	7       	sometrack.mp3.L              	10:45:13:13   	10:45:17:13   	00:00:04:00   	Unmuted


2       	1       	CUTE174_1-Robo_Junkie-01.R    	10:00:56:04   	10:01:00:17   	00:00:04:13   	Unmuted
2       	2       	CUTE171_21-Electro_Chaser-01.R	10:19:09:05   	10:20:07:22   	00:00:58:17   	Unmuted
2       	3       	101DOM19_6-Artificial_Tears-01.R	10:28:25:01   	10:28:44:11   	00:00:19:09   	Unmuted
2       	4       	ARTFCD69_6-Android-01.R       	10:42:27:18   	10:43:58:01   	00:01:30:07   	Unmuted
2       	5       	ARTFCD69_6-Android-01.R       	10:42:27:18   	10:43:58:01   	00:01:30:07   	Muted
2       	6       	ARTFCD69_6-Android-02.R       	10:44:13:13   	10:44:47:13   	00:00:34:00   	Unmuted
2       	7       	sometrack.mp3.R              	10:45:13:13   	10:45:17:13   	00:00:04:00   	Unmuted


TRACK NAME:	Audio 2 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	SCDV718_41-ODD_SPOT-01.L      	10:28:43:12   	10:29:11:22   	00:00:28:09   	Unmuted


2       	1       	SCDV718_41-ODD_SPOT-01.R      	10:28:43:12   	10:29:11:22   	00:00:28:09   	Unmuted


